epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
    2,    43,         0.092383,          0.06642,         0.025962,         0.061557,         0.086297,          0.30427,           0.3167
    2,    44,         0.069965,         0.047134,         0.022832,         0.029566,         0.072696,           0.2222,          0.24224
    2,    45,          0.17951,          0.15847,         0.021042,         0.064569,           0.1333,          0.24806,          0.32935
    2,    46,          0.85513,          0.14971,          0.70542,          0.10565,          0.12956,           1.3331,           1.4523
    2,    47,          0.58111,          0.41842,           0.1627,          0.15951,           0.2166,          0.89048,          0.92848
    2,    48,          0.37712,          0.25248,          0.12464,          0.13406,          0.16825,          0.84544,          0.94573
    2,    49,          0.23033,          0.17607,         0.054256,         0.084582,           0.1405,          0.43823,          0.53583
    2,    50,          0.10455,            0.083,         0.021545,          0.04836,         0.096469,          0.29481,          0.39283
    2,    51,          0.15817,          0.12938,          0.02879,         0.094195,          0.12044,          0.27855,          0.36445
    2,    52,          0.18582,          0.14948,         0.036348,         0.083885,          0.12946,           0.3575,          0.40218
    2,    53,         0.079849,         0.069106,         0.010743,         0.056692,         0.088024,          0.19858,          0.24007
    2,    54,           1.6254,           1.5027,          0.12265,          0.20638,          0.41048,          0.40571,          0.46908
    2,    55,          0.11539,          0.10306,         0.012335,          0.07621,           0.1075,          0.11276,          0.14927
    2,    56,         0.049203,         0.020894,         0.028309,         0.022527,         0.048401,          0.26134,          0.31872
